Num	Phrase	Translation
755	Tom和Mary有个女儿和儿子。	[['Tom and Mary have a daughter and a son.', 4493567.0]]
756	Tom和Mary有三个儿子和一个女儿。	[['Tom and Mary have three sons and a daughter.', 4493563.0]]
757	Tom有个十三岁的女儿。	[['Tom has a 13-year-old daughter.', 4493593.0]]
758	我怎么回家?	[['How can I return home?', 4577204.0]]
759	我爱那本书。	[['I love that book.', 4496121.0]]
760	我的朋友人都很好。	[['My friends are all really nice.', 4626119.0]]
761	我不喜欢学习。	[["I don't like studying.", 261642.0]]
762	我什么都不喜欢。	[["I don't like anything.", 631758.0]]
763	我不喜欢你。	[["I don't like you.", 836846.0], ['I do not like you.', 3895183.0]]
764	我不喜欢喝茶。	[["I don't like tea.", 1098278.0]]
765	我是老师，你呢	[['I am a teacher， what about you?', 4713269.0]]
766	她去医院了	[['She went to hospital.', 4713273.0]]
767	他是坐飞机来的	[['He come here by plane.', 4713279.0]]
768	我们都看见那个人了	[['We all saw that man.', 4713295.0]]
769	她很高兴	[['She is very happy.', 4713299.0]]
770	他没去医院	[["He didn't go to hospital.", 4713303.0]]
771	她没去看电影	[["She didn't go to watch movie.", 4713306.0]]
772	你爱吃什么水果	[['Which fruit do you like?', 4713308.0]]
773	你几岁了	[['How old are you?', 436243.0]]
774	他是医生吗	[['Is he a doctor?', 293616.0]]
775	我是昨天来的	[['I arrived yesterday.', 3818358.0]]
776	这些杯子，你喜欢哪一个？	[['Which one of these cups do you like?', 4713346.0]]
777	这是在火车站买的	[['I bought this at the train station.', 4713350.0]]
778	我住在北京	[['I live in Beijing.', 4713360.0]]
779	我不是学生	[['I am not a student.', 1354298.0]]
780	一年有12个月	[['A year has 12 months.', 4713377.0]]
781	没有一个朋友来了。	[['Not one friend came.', 4728211.0], ['No friends came.', 4728214.0]]
782	明天我能去你家。	[['I can go to your house tomorrow.', 4728307.0]]
783	我在读你的书。	[["I'm reading your book.", 4728692.0], ["I'm reading your book.", 4728692.0]]
784	这是谁的茶？	[['Whose tea is this?', 1764980.0]]
785	我们做多一点。	[["Let's make some more.", 4756003.0]]
786	你在读哪本书？	[['Which book are you reading?', 3036028.0], ['What book are you reading?', 4757678.0]]
787	我能坐这里吗？	[['Can I sit here?', 1537275.0]]
788	这是你的书吗？	[['Is this your book?', 55975.0], ['Is this book yours?', 56970.0], ['Does this book belong to you?', 57052.0]]
789	我们喝了一点水。	[['We drank a little.', 4761876.0]]
790	你不是日本人。	[["You aren't Japanese.", 4763349.0], ['You are not Japanese.', 69057.0], ["You're not Japanese.", 7319794.0]]
791	你喝多了。	[["You're way too drunk.", 4764595.0]]
792	这是我的。	[['This is mine.', 2233709.0]]
793	我们喝了很多。	[['We had a lot to drink.', 4769444.0]]
794	他明天不回来。	[["He won't be back tomorrow.", 4770644.0], ['He will not be back tomorrow.', 304104.0]]
795	那是谁？	[['Who is that?', 2176388.0]]
796	我的名字是Irakli	[['My name is Irakli.', 4831045.0]]
797	这是冷的。	[['This is cold.', 463300.0]]
798	再见，Ian。	[['Goodbye， Ian.', 4844769.0]]
799	你喜欢你的工作吗？	[['Do you like your work?', 3815121.0]]
800	我不想回家。	[["I don't want to go home.", 2011871.0]]
801	你想我吗？	[['Do you miss me?', 1230779.0]]
802	我不想吃。	[["I don't want to eat.", 3825001.0]]
803	你好！	[['Hello!', 373330.0]]
804	你有电视吗？	[['Do you have a TV?', 2648849.0], ['Do you have a television?', 9517180.0]]
805	你现在有喜欢的人吗?	[['Is there anyone that you like right now?', 4959789.0]]
806	你现在在哪里工作？	[['Where do you work now?', 3821899.0]]
807	我们明天回来。	[["We'll come back tomorrow.", 3311989.0], ['We will come back tomorrow.', 1764879.0]]
808	怎么会呢？	[['How come?', 2116272.0]]
809	Steve看上去很高兴。	[['Steve looks quite happy.', 4971604.0]]
810	今天是星期三。	[['Today is Wednesday.', 1458036.0], ["Today it's Wednesday.", 7889865.0]]
811	对不起！	[['Sorry!', 1105399.0], ["I'm sorry!", 4555644.0]]
812	有多少人在那里工作？	[['How many people work there?', 5068211.0]]
813	那没什么大不了的。	[["That's no big deal.", 3315227.0]]
814	你看上去很好。	[['You look very good.', 1935382.0], ['You look very nice.', 3330999.0]]
815	爱谁谁。	[['Who cares?', 40434.0]]
816	好好学习。	[['Study hard.', 53465.0]]
817	有人来了。	[['Someone came.', 908398.0], ['Somebody came.', 5317425.0]]
818	狗会叫。	[['Dogs bark.', 1357070.0]]
819	看那里。	[['Look there.', 1635351.0]]
820	打电话回家！	[['Call home!', 1730009.0]]
821	现在的天气怎么样了？	[["What's the weather like now?", 5094805.0]]
822	他来了。	[['He came.', 853153.0]]
823	这个能吃吗？	[['Can you eat this?', 5136449.0], ['Can this be eaten?', 6358109.0], ['Is this edible?', 2719776.0]]
824	哪一个？	[['Which one?', 4668834.0]]
825	回家！	[['Go home!', 3412011.0]]
826	谁？	[['Who?', 2083030.0]]
827	什么时候？	[['When?', 4625694.0]]
828	怎么样？	[['How?', 4625687.0], ['How?', 4625687.0]]
829	哪里？	[['Where?', 4606511.0]]
830	我想看看。	[['I want to have a little look.', 5226492.0]]
831	我想说话	[['I want to speak.', 5327624.0]]
832	我不是医生	[["I'm not a doctor.", 1194034.0]]
833	听听这个。	[['Listen to this.', 1898342.0]]
834	太小了。	[["It's too small.", 267535.0]]
835	他会回来的。	[['He will come back.', 304209.0]]
836	你在Facebook上有多少朋友？	[['How many friends do you have on Facebook?', 1820790.0]]
837	Tom在医院。	[['Tom is in the hospital.', 1868200.0]]
838	Tom没有钱。	[['Tom has no money.', 2272746.0]]
839	你不热吗？	[["Aren't you hot?", 2951539.0]]
840	明天不会下雨。	[['It will not rain tomorrow.', 5543469.0]]
841	我不能做这个。	[['I cannot do this.', 5573312.0]]
842	我们做我们想做的。	[['We do what we want to do.', 5573320.0]]
843	我去买点东西。	[['I am going to buy some things.', 5573332.0]]
844	那里很冷。	[['That place is very cold.', 5573345.0]]
845	昨天星期几？	[['Yesterday was what day of the week?', 5573371.0], ['What day was yesterday?', 5575493.0]]
846	我五点在家。	[["I am at home at five o'clock.", 5573372.0], ['I will be at home at five.', 10614450.0]]
847	他没听。	[["He doesn't listen.", 2269440.0]]
848	你看来不大高兴。	[["You don't look so happy.", 2044558.0]]
849	他不在这里。	[["He's not here.", 2299498.0]]
850	我现在在北京。	[['I am in Beijing right now.', 5574827.0]]
851	你在写什么？	[['What are you writing?', 1886804.0], ["What're you writing?", 2254570.0]]
852	听！	[['Listen!', 1319588.0]]
853	昨天星期几?	[['What day was yesterday?', 5575493.0], ['Yesterday was what day of the week?', 5573371.0]]
854	看来他会在下个月来。	[["It looks like he'll be coming here next month.", 519418.0]]
855	请看这本书。	[['Please have a look at this book.', 954240.0]]
856	他在星期六下午做什么？	[['What does he do on Saturday afternoons?', 3271715.0]]
857	那太多了吗？	[['Was that too much?', 3392977.0]]
858	你在家吗	[['Are you home?', 1126543.0]]
859	那不太好。	[["That wasn't very good.", 5411382.0]]
860	那不好。	[["That wasn't nice.", 2250997.0]]
861	你能来这里吗？	[['Could you come up here?', 3096333.0]]
862	你明天想去那里？	[['Where do you want to go tomorrow?', 3921780.0]]
863	我很高兴你回来了。	[["I'm glad you came over.", 4649577.0]]
864	看来他很好。	[['It seems that he is fine.', 3706983.0]]
865	我们是朋友。	[['We were friends.', 1553332.0], ['We are friends.', 6276581.0], ["We're friends.", 2107346.0], ["We're friends.", 2107346.0]]
866	他在这里。	[['He is here.', 5537230.0]]
867	你什么时候睡觉？	[['When is your bedtime?', 5011412.0]]
868	他有七个儿子。	[['He has seven sons.', 2698783.0]]
869	有多少人能做？	[['How many people can do that?', 3731692.0]]
870	她做什么工作？	[["What's her job?", 3205365.0]]
871	我在读书。	[["I'm reading.", 1349059.0]]
872	我睡觉了。	[['I am going to sleep.', 845539.0]]
873	我有些钱。	[['I have a certain amount of money on me.', 3822672.0]]
874	他在看我们。	[["He's looking at us.", 5373152.0]]
875	你明天工作吗？	[['Are you working tomorrow?', 2629000.0]]
876	不是我的。	[["It's not mine.", 1894573.0]]
877	我不是中国人。	[["I'm not Chinese.", 5675728.0]]
878	我喜欢这些东西。	[['I like these.', 4500187.0]]
879	这水能喝吗？	[['Is it safe to drink this water?', 5791102.0]]
880	我不喜欢看电视。	[["I don't like watching TV.", 5812053.0]]
881	那看来很好。	[['That feels good.', 2250109.0]]
882	这是你的狗。我的呢？	[['Here is your dog. Where is mine?', 61769.0]]
883	我们想听听。	[['We want to hear it.', 2011454.0]]
884	在那里。	[["It's over there.", 2249154.0]]
885	这是你的茶。	[["Here's your tea.", 3900748.0]]
886	这本书小。	[['This book is small.', 56916.0]]
887	这是我们的学校。	[['This is my school.', 1255406.0]]
888	他不是老师。	[['He is not the teacher.', 5870619.0]]
889	我做不了这个。	[["I haven't finished this.", 5933015.0]]
890	我在睡觉。	[['I am sleeping.', 5933037.0], ["I'm sleeping.", 2203803.0]]
891	她不来了。	[["She didn't come.", 6139116.0]]
892	你没有吃。	[["You haven't eaten.", 6139119.0]]
893	他没有吃。	[["He hasn't eaten.", 6139120.0]]
894	她没有吃。	[["She hasn't eaten.", 6139121.0]]
895	你在看谁？	[['Who are you looking at?', 3738585.0]]
896	我的猫会爱上这个。	[['My cats will love this.', 1792464.0]]
897	她不在。	[['She is absent.', 5917149.0]]
898	昨天天气不是很好。	[["Yesterday's weather wasn't so good.", 5920123.0], ["Yesterday's weather wasn't very good.", 5920126.0]]
899	有人在那里。	[["There's somebody in there.", 2892149.0]]
900	现在读这个。	[['Read this now.', 1841179.0]]
901	你昨天喝茶了吗？	[['Did you drink tea yesterday?', 3157608.0]]
902	你的一个朋友在我们这里。	[['We have one of your friends here with us.', 2640704.0]]
903	我今天不想吃东西。	[["I don't feel like eating anything today.", 242787.0]]
904	请回来。	[['Turn back， please.', 240168.0]]
905	你明天在这里吗？	[['Will you be here tomorrow?', 1926411.0]]
906	我们没有做好。	[["We've not done well.", 5493855.0]]
907	你在这里的工作是什么？	[["What's your job here?", 3395890.0]]
908	你昨天没来学校。	[['You did not come to school yesterday.', 16115.0]]
909	你现在高兴吗？	[['Are you happy now?', 971988.0]]
910	你有多爱我？	[['How much do you love me?', 1816761.0]]
911	你在吃东西吗？	[['Have you been eating?', 2647169.0]]
912	谁来了这里？	[['Who was here?', 2254890.0]]
913	有人叫你来这吗？	[['Did anybody ask you to come here?', 6048663.0]]
914	他是我的爸爸。	[['He is my father.', 297979.0], ["He's my father.", 1109899.0], ["He's my dad.", 3298582.0], ['He is my dad.', 6054174.0]]
915	这是我的爸爸.	[['This is my father.', 668099.0], ['This is my dad.', 6054185.0]]
916	我想他不是中国人。	[["I think he isn't Chinese.", 6054178.0], ['I think he is not Chinese.', 6054180.0]]
917	我是你爸爸。	[['I am your father.', 1769470.0], ["I'm your father.", 1891163.0]]
918	我很想家。	[['I was so homesick.', 4500065.0]]
919	我很冷。	[['I was so cold.', 2549720.0]]
920	这里没人。	[["There's nobody here.", 2252666.0]]
921	那是很多钱。	[["That's a lot of cash.", 3594108.0]]
922	你买了多少东西？	[['How many things did you buy?', 2167402.0]]
923	谁会想住在这里？	[['Who would want to live here?', 5850714.0]]
924	我能看见。	[['I could see that.', 1467591.0]]
925	我们会去做。	[["We'll do that.", 2241572.0]]
926	明天天气怎么样？	[['How will the weather be tomorrow?', 6110485.0], ["What will tomorrow's weather be like?", 6110486.0], ["What'll tomorrow's weather be like?", 6480666.0]]
927	她看来有钱。	[['She seems rich.', 313318.0]]
928	我在学习。	[['I was learning.', 2200277.0]]
929	我们想回家。	[['We want to go home.', 2011453.0]]
930	这个是你的。	[["This one's yours.", 1898070.0]]
931	我不回去。	[["I'm not turning back.", 2547698.0]]
932	这些人是你的女儿吗？	[['Are these your daughters?', 2988561.0]]
933	你有18岁了吗？	[['Are you over 18?', 2900555.0]]
934	你喜欢看电影吗？	[['Do you like to watch movies?', 4264743.0]]
935	我有很多狗。	[['I have a lot of cats.', 5851509.0]]
936	这是你的女儿吗？	[['Is this your daughter?', 3825478.0]]
937	我们能在哪里打电话？	[['Where can we make a phone call?', 693478.0]]
938	我们是谁？	[['Who are we?', 2254698.0], ['Who are we?', 2254698.0]]
939	这书是谁的？	[['Whose book is this?', 54871.0]]
940	你想听吗？	[['Would you like to listen?', 1879982.0]]
941	有点小。	[["It's a little small.", 6159782.0]]
942	有点大。	[["It's a little big.", 6159783.0]]
943	他今天在家。	[['He is at home today.', 296616.0]]
944	我们现在能回去吗？	[['Can we go back now?', 3327449.0]]
945	多少钱？	[['How much money?', 6276478.0], ['How much does this cost?', 432824.0]]
946	我们是六个人。	[['We are six people.', 6276493.0]]
947	有大的吗？	[['Do you have big ones?', 6276497.0]]
948	有小的吗？	[['Do you have small ones?', 6276499.0]]
949	哪里坐出租车？	[['Where can I take a taxi?', 6276506.0]]
950	有很多人吗？	[['Are there many people?', 6276526.0]]
951	我不认识他，他是谁？	[["I don't know him， who is he?", 6276559.0]]
952	我们是什么？	[['What are we?', 6276583.0]]
953	谁和谁是同学？	[['Who and who are classmates?', 6276590.0]]
954	谁是他朋友？	[['Who is his friend?', 6276594.0]]
955	你不认识他。	[["You don't know him.", 6276601.0]]
956	这些苹果很大。	[['These apples are very big.', 6177965.0]]
957	你的电脑怎么了？	[['What happened to your computer?', 5285527.0]]
958	我们爱我们的学校。	[['We love our school.', 4500880.0]]
959	你做了很多。	[["You've done a lot.", 5902928.0]]
960	我看见他在读一本书。	[['I saw him reading a book.', 2587869.0]]
961	这本书是谁的？	[['Who does the book belong to?', 2818692.0]]
962	我爱你，Raphael！	[['I love you， Raphael!', 5645299.0]]
963	我很爱你，妈妈！	[['I love you so much， Mom!', 2419242.0]]
964	我不太想说话。	[["I don't feel much like talking.", 2315256.0]]
965	你明天去学校。	[["You'll go to school tomorrow.", 20112.0]]
966	你想做我的朋友吗？	[['Would you like to be my friend?', 5170050.0]]
967	我不去学校。	[["I don't go to school.", 1578584.0]]
968	喂。	[['Speaking.', 249554.0]]
969	你是哪里人呢？	[['Where are you from?', 370703.0]]
970	不, 不会太多。	[['No， not too much.', 66820.0]]
971	我昨天买了好几本书。	[['I bought several books yesterday.', 6452045.0]]
972	我妈妈不在家。	[["My mother isn't at home.", 593247.0]]
973	你不来了。	[['You are not coming.', 6482986.0]]
974	昨天这个时候你在做什么？	[['What were you doing at this time yesterday?', 6534830.0]]
975	昨天这个时候我在学校学习。	[['I was learning at school at this time yesterday.', 6534832.0]]
976	下午四点。	[["At four o'clock in the afternoon.", 6534835.0]]
977	现在几点？	[['What time is it?', 428402.0]]
978	现在三点。	[["It is three o'clock right now.", 6534837.0]]
979	星期三下午我在。	[['I will be here Wednesday afternoon.', 6534838.0]]
980	星期三在吗？	[['Will you be here on Wednesday?', 6534842.0]]
981	你现在在哪里？	[['Where are you right now?', 2821521.0]]
982	没，我什么都没在吃。	[["Nothing， I'm not eating anything right now.", 6534865.0]]
983	你吃了吗？	[['Have you eaten?', 953286.0], ['Have you eaten yet?', 382317.0], ['Have you already eaten?', 2974645.0], ['Did you eat yet?', 4783696.0], ['Did you eat already?', 6713410.0]]
984	你明天下午在哪里?	[['Where will you be tomorrow afternoon?', 6534868.0]]
985	你昨天上午在哪里?	[['Where were you yesterday morning?', 4014275.0]]
986	没有人在看。	[['No one was watching.', 6533432.0]]
987	哪个？	[['Which one?', 4668834.0]]
988	吃了没	[['Have you eaten?', 953286.0]]
989	我不认识那个人。	[["I don't know that person.", 6559108.0]]
990	请听！	[['Please listen!', 6581147.0]]
991	看看你！	[['Look at you!', 6581132.0]]
992	好多了！	[['So much better!', 6581136.0]]
993	猫！	[['Cat!', 6581103.0]]
994	你想听听我是怎么想的吗？	[['Do you want to hear what I think?', 3819887.0]]
995	我们想你。	[['We missed you.', 2241163.0]]
996	我不想来这里。	[["I didn't want to come here.", 2012627.0]]
997	那是我的。	[['That is mine.', 67126.0], ["That's mine.", 1841577.0]]
998	你今天做那个，是吗？	[["You'll do that today， won't you?", 6256064.0]]
999	不客气	[["Don't mention it.", 63874.0]]
1000	我去买！	[["I'm going shopping!", 6744879.0]]
1001	不是吗？	[['No?', 1158522.0]]
1002	我想你!	[['I miss you!', 6055899.0]]
1003	好的。	[['Okay.', 1391646.0]]
1004	看！飞机！	[['Look! An airplane!', 6746522.0]]
1005	喝水。	[['Drink water.', 6746662.0]]
1006	他没吃。	[["He hasn't eaten.", 6139120.0]]
1007	在做什么？	[['What are you doing?', 16492.0]]
1008	我很想你！	[['I miss you!', 6055899.0]]
1009	很好吃。	[['Delicious.', 6750923.0]]
1010	吃水果。	[['Eat fruit.', 6750930.0]]
1011	今天热吗？	[['Is it hot today?', 6750931.0]]
1012	北京热吗？	[['Is Beijing hot?', 6750936.0]]
1013	我们没水。	[["We don't have any water.", 4497887.0]]
1014	我能在这里睡觉吗？	[['Can I sleep here?', 1911934.0]]
1015	能来点茶吗？	[['Could you get me some tea?', 240981.0]]
1016	我们不会再见你了。	[["We won't see you again.", 3910176.0]]
1017	那些是她的。	[['Those are hers.', 6954903.0]]
1018	猫在睡觉。	[['The cat is sleeping.', 6953029.0], ["The cat's asleep.", 8415576.0]]
1019	你想吗?	[['Do you want to?', 7156462.0]]
1020	我在医院住了一个星期。	[['I stayed in hospital for a week.', 7156560.0]]
1021	你同学的衣服很漂亮。	[["Your classmate's clothes are very pretty.", 7211471.0]]
1022	她回来了。	[['She has returned.', 7211479.0], ["She's returned.", 7213856.0]]
1023	她在睡觉。	[['She is sleeping.', 7213191.0]]
1024	今天是星期二，明天是星期几？	[['Today is Tuesday. Which day is it tomorrow?', 7213363.0]]
1025	妈妈在哪里？	[['Where is mom?', 687630.0]]
1026	他昨天下午六点在工作。	[['At 6pm yesterday， he was at work.', 7242755.0]]
1027	这是医院。	[['This is a hospital.', 61614.0]]
1028	你喜欢茶吗？	[['Do you like tea?', 1098230.0]]
1029	你喜欢吃水果吗？	[['Do you like to eat fruit?', 7681639.0]]
1030	我在想你今天会不会来。	[['I was wondering if you were going to show up today.', 1464.0]]
1031	来了。	[["I'm here.", 2111726.0], ["I'm coming.", 52081.0]]
1032	这是什么?	[["What's this?", 413821.0], ['What is this?', 392210.0]]
1033	他回来了。	[['He came back.', 7766810.0], ['He is back.', 7766811.0], ["He's back.", 6610868.0]]
1034	你有没有工作？	[['Do you have a job?', 2648554.0]]
1035	很高兴人是你	[['You are a very happy person.', 7767724.0]]
1036	你不是我。	[['You are not me.', 7767734.0], ["You're not me.", 2218273.0]]
1037	你喜欢吃什么菜？	[['What vegetables do you like to eat?', 7767757.0], ['What dishes do you like to eat?', 7768481.0]]
1038	这个人不是我的朋友。	[['This person is not my friend.', 7767767.0]]
1039	这水不能喝。	[['This water cannot be drunk.', 7768810.0], ['You cannot drink this water.', 7768812.0]]
1040	他吃。	[['He eats.', 6702018.0]]
1041	我们什么都做不了。	[['We can do nothing.', 2953570.0]]
1042	你会在那里吗？	[['Will you be there?', 3407132.0], ['Are you going to be there?', 2879561.0]]
1043	是。	[['Yes.', 477086.0]]
1044	你在这里。	[["You're here.", 2202941.0]]
1045	他住在哪里？	[['Where does he live?', 292024.0]]
1046	下一个是谁？	[['Who is next?', 801609.0], ["Who's next?", 2561317.0]]
1047	我是个学生。	[['I am a student.', 252287.0], ["I'm a student.", 567368.0], ["I'm a school pupil.", 10657351.0], ["I'm a pupil.", 10657350.0]]
1048	你在那里做什么呢？	[['What are you doing there?', 3819961.0], ["What're you doing there?", 2645183.0]]
1049	我没有朋友。	[['I have no friends.', 478568.0], ["I've got no friends.", 2359667.0]]
1050	他是老师。	[['He is a teacher.', 295346.0], ["He's a teacher.", 8478426.0]]
1051	我儿子不在家，他在学校。	[['My son is not at home， he is at school.', 7772367.0], ['My big brother is not at home， he is at school.', 7772369.0]]
1052	爸爸去哪了?	[['Where has Dad gone?', 7773729.0], ['Where did dad go?', 318877.0]]
1053	你和谁说话呢？	[['Who did you talk to?', 1042635.0], ['With whom did you talk?', 5086257.0], ['Who were you speaking with?', 2982255.0], ['Who were you talking with?', 40389.0], ['Who were you talking to?', 276501.0], ['Who did you talk with?', 1042637.0], ['Who did you speak with?', 1042639.0], ['With whom were you speaking?', 2982256.0]]
1054	你现在住在哪里？	[['Where do you live now?', 239578.0]]
1055	你怎么了？	[['What is the matter with you?', 25200.0], ["What's the matter with you?", 1841534.0], ["What's going on with you?", 2880684.0], ["What's with you?", 3374136.0], ["What's up with you?", 2193749.0]]
1056	我去看电影。	[["I'm going to the cinema.", 1055075.0]]
1057	她想在医院工作。	[['She wants to work at the hospital.', 1648480.0]]
1058	我没有狗。	[["I don't have a dog.", 1253474.0]]
1059	今天我回家	[["Today I'm going home.", 7775995.0]]
1060	你回来了。	[['You returned.', 3282474.0]]
1061	我不想去。	[["I don't want to go.", 1841684.0]]
1062	我有很多日本朋友。	[['I have a lot of Japanese friends.', 7779353.0]]
1063	你怎么不睡觉呢？	[["Why don't you go to sleep?", 2892943.0]]
1064	我们是三个人。	[['We are three people.', 7782953.0], ['There are three of us.', 3519566.0]]
1065	你想吃这个吗？	[['Do you want to eat this?', 3154872.0]]
1066	我朋友的爸爸是个医生。	[["My friend's father is a doctor.", 7782974.0]]
1067	我们很想去。	[['We would like to go very much.', 7782979.0]]
1068	你在工作。	[['You are at work.', 7785092.0]]
1069	她什么时候去？	[['At what time is she going?', 7789281.0]]
1070	我想回家。	[['I want to go home.', 256506.0]]
1071	学习是学生的工作。	[["Studying is a student's work.", 7791034.0]]
1072	我今天去买衣服了。	[['I am going to buy clothes today.', 7794436.0]]
1073	这不是猫，这是狗。	[['This is not a cat， it is a dog.', 7794439.0]]
1074	我很爱喝茶。	[['I love drinking tea.', 7794451.0]]
1075	这是多少？	[['How much is this?', 925040.0]]
1076	你的衣服太漂亮了。	[['Your clothes are extremely beautiful.', 7795838.0]]
1077	你喜欢坐飞机吗？	[['Do you like flying?', 4498056.0]]
1078	她的女儿都很漂亮。	[['All of her daughters are beautiful.', 7796500.0]]
1079	去年的今天是星期几?	[['What day of the week was it this time last year?', 7797425.0]]
1080	我是一个好老师吗？	[['Am I a good teacher?', 7798492.0]]
1081	很好不是吗？	[["Isn't that good?", 7799670.0]]
1082	你有朋友是医生吗？	[['Do you have any friends that are doctors?', 7800712.0], ['Do you have any friends who are doctors?', 7802106.0]]
1083	我明天不在家。	[['I am not at home tomorrow.', 7803072.0]]
1084	这里很热。	[['It is very hot in here.', 7803114.0]]
1085	你在医院工作吗？	[['Do you work at the hospital?', 7807354.0]]
1086	你想做什么工作？	[['What do you want to do for work?', 7808098.0]]
1087	我喜欢吃水果。	[['I like eating fruit.', 7808535.0]]
1088	她在工作。	[['She is at work.', 7808539.0]]
1089	我想去看医生。	[['I want to go to see a doctor.', 7808561.0]]
1090	这五本书是我同学的。	[['These five books belong to my classmate.', 7812266.0]]
1091	昨天你没有去学校。	[["I didn't go to school yesterday.", 1174791.0]]
1092	请坐这里。	[['Please sit in here.', 7818254.0]]
1093	他有没有儿子？	[['Does he have a son?', 6055934.0]]
1094	你去学校了吗？	[['Did you go to school?', 7819918.0]]
1095	他是一个好老师吗？	[['Is he a good teacher?', 7819934.0]]
1096	今天中午你在家。	[['You are at home today noon time.', 7822972.0]]
1097	飞机上吃了一点，不多。	[['I had a little on the plane， not much.', 7822975.0]]
1098	今天下午下雨。	[['This afternoon it is going to rain.', 7825173.0]]
1099	这里不是学校，是医院。	[['This is not a school， this is a hospital.', 7827402.0]]
1100	你星期一下午五点在做什么？	[['What are you doing on 5p.m. on Monday?', 7828661.0]]
1101	今天上午下雨。	[['It will rain this morning.', 7834036.0]]
1102	这个不是我的.	[['This is not mine.', 5296445.0]]
1103	昨天上午我在学校。	[['I was in school yesterday morning.', 7835084.0]]
1104	下个星期二？	[['Next Tuesday?', 7835453.0]]
1105	这些都不是你的钱。	[['None of this is your money.', 7840503.0]]
1106	你去了几回？	[['How many trips did you make?', 7841344.0]]
1107	他很少吃水果。	[['He seldom eats fruits.', 7841346.0]]
1108	我买了衣服了。	[['I have bought clothes.', 7841349.0]]
1109	你明天下午在哪里？	[['Where will you be tomorrow afternoon?', 6534868.0]]
1110	我没有日本朋友。	[["I don't have any Japanese friends.", 7851993.0]]
1111	他去哪买了这些东西？	[['Where did he buy all these?', 7494538.0]]
1112	她去哪买了这些东西？	[['Where did she buy all these?', 7494537.0]]
1113	他在哪买了那本书？	[['Where did he buy that book?', 7494534.0]]
1114	下午我不在家。	[["I'll be absent from home in the afternoon.", 240077.0]]
1115	她不喜欢去学校。	[["She doesn't like to go to school.", 8108669.0], ["She doesn't like going to school.", 2052203.0]]
1116	喝茶。	[['Drink tea.', 8108694.0]]
1117	吃菜。	[['Eat vegetables.', 8108700.0]]
1118	你写吗?	[['Do you write?', 8108704.0], ['Did you write?', 8108705.0], ['Are you writing?', 8108707.0]]
1119	请回家。	[['Please come back home.', 3823800.0]]
1120	我是他的朋友。	[["I'm his friend.", 8246471.0]]
1121	他四月十八日来了。	[['He came on the 18th of April.', 8249371.0]]
1122	喂，是120吗？	[['Hey， is it 120?', 8261951.0]]
1123	怎么会有	[['Why would there be?', 8261956.0]]
1124	会是谁呢？	[['Who will it be?', 8261963.0]]
1125	谢谢，很好！	[['Thanks， great!', 8261970.0]]
1126	你家里有书吗？	[['Are there books in your house?', 5008012.0]]
1127	你去叫他来。	[['Tell him to come.', 8264656.0]]
1128	我们没有吃。	[["We haven't eaten.", 7855805.0]]
1129	我们没吃。	[["We haven't eaten.", 7855805.0]]
1130	谢谢。	[['Thank you.', 1876041.0]]
1131	这是谁的杯子？	[['Whose glass is this?', 3416475.0], ['Whose cup is this?', 8335719.0]]
1132	她认识我。	[['She knows me.', 314454.0]]
1133	学校怎么样？	[['How is it at school?', 1086407.0], ["How's it going at school?", 2891374.0], ["How's school?", 1885868.0], ['How is school?', 5107357.0], ['How are things at school?', 2366909.0], ['How are you doing in school?', 5839806.0]]
1134	工作怎么样？	[["How's work?", 245394.0], ["How's your job going?", 3943856.0], ['How are things at work?', 569277.0], ["How's everything at work?", 3738105.0], ['How is work?', 5107360.0]]
1135	有什么想吃的吗？	[['Is there anything you want to eat?', 4404074.0]]
1136	我看见你在看她。	[['I saw you looking at her.', 3219253.0]]
1137	我太高兴了。	[["I'm so happy.", 321673.0]]
1138	你今天下午会在家吗？	[['Will you be at home this afternoon?', 2259918.0]]
1139	我现在没有钱。	[["I don't have money now.", 8586747.0]]
1140	我买了些衣服。	[['I have bought some clothes.', 8590678.0]]
1141	他是医生来的。	[['He is a doctor.', 293611.0]]
1142	他读很多书。	[['He reads a good deal.', 292244.0], ['He reads a lot.', 4731249.0], ['He reads a great deal.', 291620.0], ['He reads a lot of books.', 3232302.0]]
1143	你二了。	[["You're stupid.", 2123495.0]]
1144	你做好了吗?	[['Are you done?', 2244941.0]]
1145	今天不热，今天很冷。	[["It's not hot today， it's cold.", 8651138.0]]
1146	那是他家。	[['That is his house.', 67034.0], ["That's his house.", 794269.0]]
1147	你不冷吗？	[["Don't you feel cold?", 21126.0], ["Aren't you cold?", 2244975.0]]
1148	请坐一会。	[['Please remain seated for a few minutes.', 53407.0]]
1149	你是我的。	[["You're mine.", 2217883.0]]
1150	那是我的钱。	[["It's my money.", 2249099.0], ["That's my money.", 6670223.0]]
1151	你看上去不太好。	[["You don't look so well.", 2283661.0], ['You seem to be a little under the weather.', 239434.0], ["You don't look so good.", 1895763.0], ["You don't look very good.", 2283665.0], ["You don't look too good.", 2283663.0], ["You don't look so hot.", 67695.0]]
1152	你想吃东西吗？	[['Do you want to eat?', 773323.0]]
1153	我买衣服了。	[['I bought some clothes.', 8732766.0], ['I have bought some clothes.', 8590678.0]]
1154	我能看看那个吗？	[['Can I see that?', 1886275.0], ['Can I have a look at that?', 10596796.0]]
